aX,aY,aZ,gX,gY,gZ
-2.220,-1.699,2.401,-76.172,-188.416,-122.437

-2.019,-1.904,2.938,-99.365,-81.421,-54.749
-1.846,-1.634,2.374,-74.158,-3.296,-2.747
-1.600,-1.164,2.120,-55.908,34.485,43.030
-1.323,-0.858,1.841,-84.290,62.195,69.397
-1.005,-0.521,1.583,-98.022,81.787,88.318
-0.718,0.004,1.359,-60.059,87.585,103.271
-0.519,0.274,1.027,-34.607,103.821,93.140
-0.352,0.252,0.638,-20.508,119.202,67.261
-0.213,0.226,0.335,-8.667,120.605,51.697
-0.037,0.329,0.154,11.902,106.567,53.650
0.105,0.436,0.091,32.471,85.693,54.016
0.217,0.494,0.167,46.814,60.791,47.363
0.293,0.505,0.290,57.922,38.391,37.292
0.324,0.510,0.403,64.575,23.071,27.954
0.326,0.528,0.488,69.031,12.268,21.423
0.327,0.558,0.585,74.097,1.709,15.625
0.313,0.572,0.739,76.233,-7.385,5.920
0.275,0.372,0.782,72.021,-9.827,-6.592
0.239,0.194,0.854,59.082,-13.794,-8.545
0.160,0.141,0.880,56.641,-18.188,-0.549
0.079,0.183,0.896,51.697,-19.592,5.005
0.006,0.202,0.933,44.983,-22.522,4.578
-0.080,0.190,0.979,31.921,-24.231,-2.991
-0.189,0.068,1.031,14.648,-23.743,-14.160
-0.246,-0.018,1.143,5.859,-25.879,-19.470
-0.278,-0.112,1.254,-2.014,-25.085,-23.010
-0.322,-0.186,1.309,-12.085,-19.531,-26.855
-0.344,-0.372,1.305,-31.433,-10.254,-30.396
-0.335,-0.444,1.353,-35.461,-4.822,-24.109
-0.338,-0.423,1.384,-22.217,0.000,-12.207
-0.329,-0.357,1.327,-10.437,10.071,-3.174
-0.316,-0.321,1.226,-5.432,20.447,0.061
-0.280,-0.308,1.127,-2.502,26.917,0.183
-0.223,-0.304,1.049,2.625,28.870,-0.427
-0.182,-0.289,1.019,9.338,28.198,-0.488
-0.143,-0.256,1.000,17.944,27.771,1.282
-0.113,-0.225,0.970,22.644,29.480,3.784
-0.076,-0.215,0.899,17.517,33.020,6.287
-0.025,-0.200,0.841,15.808,31.738,10.315
-0.000,-0.171,0.824,17.151,25.818,14.038
0.003,-0.100,0.832,17.517,18.982,17.700
-0.004,-0.019,0.827,16.174,13.306,20.081
-0.005,0.029,0.814,11.414,9.216,18.555
0.007,0.021,0.823,5.493,4.456,13.672
0.008,-0.008,0.852,0.061,-0.305,8.850
-0.004,-0.027,0.886,-2.625,-3.845,6.104
-0.008,-0.028,0.933,-1.709,-6.653,5.188
-0.012,-0.028,0.970,0.488,-8.118,4.578
-0.003,-0.030,0.970,3.113,-7.507,3.662
-0.010,-0.058,0.971,5.188,-7.080,1.770
-0.038,-0.077,0.981,5.615,-7.141,0.122
-0.054,-0.076,0.988,7.324,-6.775,0.305
-0.053,-0.085,0.998,7.996,-6.470,0.244
-0.056,-0.117,1.007,6.348,-6.165,-0.549
-0.058,-0.133,1.005,5.737,-5.615,-0.061
-0.070,-0.132,0.993,6.165,-5.005,1.343
-0.083,-0.128,0.970,6.287,-4.700,2.563
-0.087,-0.138,0.954,5.981,-5.005,2.930
-0.096,-0.153,0.959,5.127,-6.592,2.991
-0.104,-0.165,0.966,4.700,-8.118,3.479
-0.108,-0.165,0.976,5.981,-9.338,4.456
-0.113,-0.153,1.003,7.202,-10.498,5.493
-0.109,-0.143,1.031,7.629,-10.376,6.348
-0.106,-0.144,1.047,6.897,-8.850,6.409
-0.111,-0.136,1.048,6.836,-6.714,6.836
-0.108,-0.112,1.037,8.362,-4.944,7.690
-0.097,-0.104,1.040,9.155,-4.333,7.263
-0.096,-0.123,1.048,7.996,-3.784,6.042
-0.106,-0.135,1.043,6.653,-2.808,5.798
-0.117,-0.111,1.029,6.836,-1.343,6.958
-0.120,-0.072,1.019,8.240,-0.732,7.874
-0.105,-0.082,1.020,8.362,-0.732,5.920
-0.101,-0.118,1.083,7.385,-0.610,3.296
-0.080,-0.116,1.028,8.667,4.395,3.967
-0.086,-0.091,0.990,10.925,5.188,4.456
-0.078,-0.084,1.002,12.939,2.808,3.113
-0.067,-0.117,1.033,11.658,1.831,0.671
-0.058,-0.148,1.035,8.484,4.089,-0.488
-0.065,-0.164,1.001,5.554,7.019,0.244
-0.070,-0.153,0.981,4.272,7.751,2.014
-0.064,-0.129,0.977,4.883,6.836,3.235
-0.056,-0.118,0.973,4.700,6.409,2.869
-0.057,-0.133,0.963,3.357,6.775,1.221
-0.055,-0.155,0.948,2.869,7.324,0.122
-0.055,-0.160,0.942,3.784,6.775,0.366
-0.048,-0.155,0.943,5.371,5.310,1.221
-0.043,-0.162,0.950,5.920,4.211,1.465
-0.049,-0.172,0.950,5.310,4.028,1.404
-0.054,-0.166,0.948,5.371,3.784,2.319
-0.060,-0.146,0.939,6.287,2.991,3.540
-0.061,-0.141,0.930,6.165,1.953,3.418
-0.069,-0.156,0.936,3.723,0.549,1.953
-0.076,-0.174,0.953,2.563,-0.854,1.038
-0.078,-0.177,0.980,3.052,-1.892,1.343
-0.073,-0.165,1.007,4.395,-2.502,2.319
-0.067,-0.168,1.020,4.089,-2.258,2.197
-0.062,-0.181,1.023,3.845,-0.977,1.770
-0.056,-0.183,1.008,4.333,0.732,2.380
-0.049,-0.169,1.000,5.127,1.770,3.662
-0.042,-0.152,0.989,4.700,2.136,4.272
-0.041,-0.145,0.982,3.845,2.686,4.395
-0.041,-0.139,0.973,2.808,3.113,4.211
-0.034,-0.128,0.967,2.502,2.808,3.967
-0.024,-0.115,0.965,2.075,2.502,3.540
-0.028,-0.118,0.960,0.793,2.258,2.319
-0.029,-0.129,0.955,0.000,1.831,1.221
-0.030,-0.138,0.964,0.000,0.916,0.916
-0.033,-0.131,0.966,1.160,-0.122,1.221
-0.035,-0.125,0.966,2.197,-0.610,1.160
-0.032,-0.129,0.967,2.319,-0.793,0.488
-0.033,-0.132,0.979,2.136,-1.526,0.000
-0.035,-0.129,0.993,2.502,-2.075,0.000
-0.033,-0.128,0.999,2.502,-1.831,-0.183
-0.030,-0.142,0.994,1.648,-1.343,-0.793
-0.029,-0.160,0.983,1.038,-0.610,-1.099
-0.040,-0.159,0.974,1.160,-0.488,-0.305
-0.052,-0.136,0.966,1.770,-0.732,0.916
-0.051,-0.119,0.971,2.258,-1.709,1.099
-0.049,-0.132,0.986,1.831,-2.441,-0.305

-0.652,-0.925,1.514,-3.906,-14.282,-0.793
-0.675,-0.978,1.711,-3.967,-4.944,10.010
-0.639,-0.933,1.858,0.732,10.010,24.719
-0.567,-0.871,1.820,3.906,35.095,38.330
-0.545,-0.761,1.660,1.038,57.312,50.232
-0.502,-0.743,1.544,-10.925,72.754,55.359
-0.394,-0.716,1.534,-19.836,81.665,60.242
-0.279,-0.712,1.496,-21.423,91.431,66.895
-0.132,-0.684,1.407,-24.048,104.309,73.303
-0.012,-0.644,1.332,-26.367,114.441,81.238
0.168,-0.520,1.235,-22.888,119.629,93.201
0.374,-0.282,1.146,-20.752,122.070,105.286
0.615,0.151,1.098,-14.282,120.972,117.554
0.913,0.612,1.134,-8.728,117.920,121.704
1.204,1.000,1.205,-2.258,117.065,118.896
1.533,1.304,1.299,5.737,122.253,132.690
1.804,1.863,1.406,25.940,134.277,153.015
1.820,2.348,1.316,50.354,159.851,145.569
1.670,2.674,0.980,73.120,187.195,126.709
1.359,2.747,0.481,79.895,205.994,104.126
1.153,2.710,0.134,67.017,202.209,71.594
1.076,2.451,0.008,53.833,168.823,21.484
1.004,1.877,0.250,20.142,118.286,-38.452
0.969,1.242,0.728,-18.066,75.745,-86.914
0.924,0.676,1.075,-26.550,59.998,-110.657
0.852,0.239,1.266,-30.640,67.688,-114.258
0.704,-0.032,1.397,-35.095,84.656,-104.614
0.516,-0.137,1.381,-26.001,107.727,-83.557
0.341,-0.064,1.141,-9.888,135.193,-52.429
0.125,0.022,0.664,9.644,156.006,-28.687
-0.155,0.016,0.050,12.390,160.156,-19.653
-0.529,-0.059,-0.625,15.625,138.123,-18.250
-1.398,-0.044,-1.276,39.124,83.801,-25.940
-1.116,0.489,-1.446,44.434,3.235,-54.138
-1.909,-1.233,-0.684,-63.477,-115.356,-177.368
-2.631,-2.195,1.209,-76.477,-279.480,-354.187
-2.715,-3.118,3.668,-154.602,-380.310,-377.258
-2.332,-3.998,4.000,-307.739,-416.748,-371.704
-1.653,-4.000,4.000,-272.888,-263.855,-280.579
-1.525,-4.000,4.000,-111.023,44.678,-77.637
-1.656,-3.294,4.000,73.914,339.478,144.897
-1.581,-1.864,2.613,236.511,488.770,309.753
-1.337,-0.480,1.143,297.180,535.095,414.673
-1.285,0.457,0.309,289.551,521.240,461.304
-1.333,1.226,-0.132,285.522,492.004,489.441
-1.223,2.103,-0.397,306.030,478.333,581.726
-0.953,3.555,-0.580,440.552,455.933,633.606
-0.673,4.000,-1.006,576.538,411.133,598.877
-0.219,4.000,-1.565,573.608,345.337,552.856
0.088,4.000,-1.699,529.907,244.141,459.839
0.337,4.000,-0.976,447.754,110.718,315.613
0.225,4.000,0.001,257.690,8.850,103.271
-0.078,3.881,0.555,46.326,-20.996,-131.592
-0.186,2.257,0.584,-84.229,-14.343,-287.842
-0.244,1.061,0.345,-144.470,-2.075,-358.032
-0.424,0.154,0.134,-182.068,-7.080,-381.409
-0.648,-0.352,0.001,-179.443,-27.100,-382.141
-0.938,-0.720,-0.210,-159.180,-44.983,-382.385
-1.278,-1.142,-0.508,-174.072,-58.655,-397.034
-1.685,-1.714,-0.392,-232.971,-84.900,-462.463
-1.976,-3.067,0.229,-359.009,-123.047,-541.199
-1.969,-4.000,1.248,-520.752,-167.664,-559.021
-1.632,-4.000,2.494,-538.574,-197.327,-506.958
-1.172,-4.000,3.325,-408.264,-169.739,-348.572
-1.087,-4.000,3.019,-218.994,-62.195,-100.220
-1.279,-4.000,1.616,-6.775,63.110,165.649
-1.372,-2.410,0.589,204.102,109.009,355.042
-1.262,-0.897,0.310,306.946,74.036,443.848
-1.112,0.114,0.293,307.983,29.907,455.017
-0.912,0.712,0.455,226.501,4.028,426.880
-0.742,1.021,0.603,134.216,3.296,381.653
-0.565,1.142,0.530,56.458,24.841,305.664
-0.415,1.004,0.399,-2.747,49.683,220.520
-0.255,0.781,0.292,-48.950,67.322,167.419
-0.142,0.552,0.138,-57.800,76.965,139.709
-0.014,0.526,0.139,-48.828,77.087,132.141
0.090,0.701,0.267,-31.189,73.792,138.184
0.184,0.990,0.438,1.343,76.416,148.560
0.248,1.327,0.531,35.889,87.036,158.752
0.289,1.733,0.556,58.716,104.248,171.875
0.310,2.250,0.582,81.421,123.169,190.430
0.372,3.074,0.478,100.952,144.531,198.059
0.415,3.821,0.140,132.141,164.795,149.231
0.546,4.000,-0.220,130.981,174.988,86.670
0.531,4.000,-0.743,107.910,172.485,-10.559
0.365,3.973,-1.167,49.744,147.095,-133.423
0.078,3.103,-1.225,5.615,93.140,-247.314
-0.142,2.350,-1.298,-15.503,46.021,-323.547
-0.405,1.576,-1.666,-48.279,22.217,-379.944
-0.610,0.572,-1.879,-103.027,-7.690,-441.467
-0.633,-0.608,-1.936,-191.956,-49.194,-507.812
-0.688,-1.627,-1.795,-275.146,-105.347,-596.130
-0.849,-3.621,-1.145,-353.333,-181.335,-657.776
-0.638,-4.000,0.045,-431.702,-261.475,-556.946
-0.305,-4.000,1.063,-318.359,-296.143,-415.955
0.098,-4.000,1.406,-173.523,-266.541,-220.947
0.507,-3.709,0.867,-51.697,-202.148,-41.565
-0.214,-2.582,0.451,0.488,-180.786,53.894
0.858,-1.469,-0.257,-117.126,-166.626,101.929
0.189,-1.122,-0.337,-145.813,-209.229,111.023
-0.031,-1.546,0.902,-94.971,-341.187,78.064
-0.110,-2.102,1.572,-53.223,-381.897,88.745
-0.255,-2.256,2.236,-61.340,-392.334,139.160
-0.568,-2.004,2.735,-88.074,-383.240,215.027
-0.714,-1.374,2.819,-136.841,-327.698,291.321
-0.867,-0.368,2.884,-198.730,-266.052,356.140
-0.943,0.867,2.931,-234.619,-210.266,418.091
-1.081,2.394,2.842,-232.971,-136.658,517.700
-1.025,4.000,2.646,-208.557,-63.660,536.316
-0.736,4.000,2.384,-187.805,-10.620,362.366
-0.623,4.000,1.793,-285.828,25.146,74.951
-0.564,3.957,1.728,-388.428,8.118,-218.201
-0.310,2.174,1.974,-376.099,-20.630,-395.264
0.142,0.750,1.848,-278.381,-17.090,-433.838
0.545,0.165,1.569,-170.105,-1.587,-391.357
0.870,0.095,1.351,-99.731,-8.423,-304.871
1.152,0.216,1.166,-27.771,-22.278,-211.670
1.283,0.239,1.310,11.169,-48.157,-152.954
1.320,0.279,1.756,-2.563,-77.942,-116.272

1.301,0.439,2.072,-33.508,-55.603,-64.331
1.199,0.396,2.080,-32.227,-29.236,-55.115
1.109,0.346,1.949,0.000,-2.991,-48.828
1.000,0.372,1.633,31.433,31.555,-43.152
0.889,0.323,1.327,33.630,59.326,-47.058
0.820,0.182,1.043,19.653,76.111,-55.481
0.726,0.036,0.837,15.869,82.214,-61.340
0.695,-0.100,0.686,23.804,79.285,-59.326
0.622,-0.234,0.621,20.142,70.618,-54.199
0.548,-0.294,0.564,17.029,60.181,-42.480
0.512,-0.305,0.466,18.066,55.908,-26.428
0.489,-0.305,0.468,17.029,47.241,-10.803
0.490,-0.284,0.562,16.968,33.936,4.272
0.451,-0.254,0.659,16.968,26.367,19.592
0.399,-0.186,0.677,15.442,25.879,35.095
0.339,-0.088,0.715,21.057,21.667,50.171
0.280,-0.037,0.888,24.963,10.681,59.143
0.220,-0.009,1.134,30.518,1.831,63.049
0.188,0.030,1.288,45.654,4.822,67.322
0.146,0.099,1.240,60.608,20.325,73.059
0.118,0.201,1.083,78.613,34.851,75.989
0.126,0.223,0.962,88.928,40.771,69.458
0.124,0.182,0.837,91.980,42.603,57.678
0.112,0.148,0.734,96.436,41.260,47.058
0.125,0.136,0.664,103.516,36.377,39.063
0.155,0.118,0.642,109.863,29.358,30.823
0.154,0.012,0.648,106.750,22.278,19.653
0.180,-0.126,0.768,95.459,15.869,9.033
0.235,-0.201,0.780,87.036,16.968,4.700
0.253,-0.265,0.832,67.444,16.052,3.174
0.278,-0.322,0.754,50.049,20.691,5.981
0.292,-0.298,0.652,44.495,22.583,14.709
0.317,-0.211,0.586,41.443,16.968,25.330
0.325,-0.129,0.569,35.461,7.751,30.273
0.333,-0.075,0.623,26.428,-3.052,29.541
0.342,-0.045,0.691,17.700,-10.925,25.757
0.344,-0.021,0.746,9.949,-14.526,21.118
0.357,-0.016,0.769,5.371,-15.198,16.357
0.388,-0.026,0.799,4.089,-14.709,12.268
0.390,-0.070,0.847,2.380,-13.916,8.240
0.397,-0.122,0.896,3.235,-11.719,6.348
0.404,-0.152,0.936,6.592,-7.935,8.179
0.422,-0.101,0.927,11.475,-2.869,13.123
0.442,0.017,0.877,13.489,1.953,17.090
0.437,0.061,0.845,10.376,3.845,15.869
0.434,-0.023,0.891,4.944,2.563,9.155
0.447,0.018,0.884,3.784,4.150,8.911
0.459,0.116,0.802,7.690,7.507,10.559
0.475,0.155,0.737,6.592,7.385,5.920
0.490,0.133,0.738,1.343,2.686,-2.075
0.507,0.087,0.768,-1.526,-1.892,-8.667
0.505,0.018,0.830,-2.136,-5.127,-13.123
0.511,-0.023,0.880,-0.916,-6.775,-13.916
0.514,-0.027,0.892,2.441,-6.104,-11.292
0.510,-0.022,0.877,4.639,-4.822,-8.301
0.510,-0.024,0.902,4.150,-5.981,-7.202
0.513,-0.041,0.968,2.686,-7.996,-7.019
0.513,-0.043,0.991,0.549,-6.348,-5.554
0.520,-0.022,0.958,-0.305,-2.502,-2.808
0.530,-0.003,0.900,-1.099,0.610,-0.854
0.520,0.007,0.856,-1.770,1.099,0.183
0.521,0.006,0.861,0.427,-0.854,1.282
0.522,0.009,0.915,2.686,-3.174,2.563
0.513,0.013,0.964,3.906,-3.296,3.723
0.512,0.011,0.968,3.662,-0.244,4.822
0.508,0.018,0.926,2.502,4.333,5.981
0.500,-0.053,0.941,-0.732,6.592,6.287
0.494,-0.098,1.004,3.784,7.202,9.583
0.494,-0.040,1.058,11.719,10.437,16.602
0.501,0.047,1.001,12.207,18.250,21.362
0.513,0.120,0.882,10.864,25.391,21.790
0.503,0.162,0.818,9.583,26.184,18.311
0.513,0.171,0.841,13.000,21.912,13.367
0.499,0.167,0.889,19.226,18.860,8.240
0.502,0.206,0.901,26.306,20.752,5.188
0.496,0.190,0.887,28.687,23.254,0.549
0.497,0.129,0.894,22.278,24.048,-6.592
0.508,0.028,0.879,11.414,25.818,-13.000
0.520,-0.062,0.798,3.662,28.625,-14.832
0.529,-0.147,0.724,-2.869,27.466,-12.634
0.536,-0.204,0.710,-6.714,21.118,-7.690
0.545,-0.178,0.731,-5.432,13.184,0.244
0.543,-0.097,0.745,-3.174,7.629,8.972
0.538,-0.032,0.758,-2.014,3.113,13.672
0.538,0.005,0.776,-0.366,-0.488,14.954
0.533,0.029,0.801,0.061,-2.197,14.587
0.529,0.059,0.809,1.282,-2.197,13.855
0.524,0.099,0.801,3.601,-2.197,11.963
0.528,0.112,0.785,4.517,-1.953,8.423
0.524,0.080,0.786,3.235,-2.502,3.357
0.524,0.047,0.812,2.075,-3.418,-0.488
0.528,0.030,0.849,2.136,-4.211,-2.136
0.535,0.013,0.844,1.282,-3.479,-2.808
0.536,-0.014,0.831,-0.305,-2.747,-3.418
0.541,-0.048,0.844,-2.380,-3.113,-3.601
0.540,-0.042,0.864,-1.526,-3.662,-1.831
0.539,-0.018,0.874,-0.549,-3.357,0.549
0.537,0.001,0.867,0.732,-2.075,1.709
0.533,0.014,0.857,2.014,-0.671,1.648
0.530,0.027,0.839,3.784,0.366,1.404
0.526,0.033,0.812,5.005,1.099,0.488
0.528,0.024,0.794,5.310,0.793,-1.038
0.529,0.003,0.800,4.211,-0.977,-2.258
0.529,-0.012,0.819,2.869,-2.563,-2.747
0.527,-0.032,0.838,1.953,-3.235,-2.441
0.521,-0.036,0.864,2.014,-3.296,-0.977
0.522,-0.002,0.851,3.418,-2.380,1.282
0.522,0.026,0.834,3.296,-1.892,2.136
0.524,0.035,0.838,1.953,-2.502,1.282
0.525,0.016,0.863,1.038,-2.747,-0.061
0.522,-0.001,0.882,3.174,-1.953,-0.549
0.525,0.010,0.869,6.531,0.427,0.427
0.528,0.027,0.831,8.240,2.563,0.854
0.532,0.018,0.802,7.874,2.686,-0.244
0.532,-0.015,0.804,5.310,0.793,-1.770
0.529,-0.045,0.843,2.930,-1.770,-2.136
0.529,-0.043,0.869,2.686,-2.625,-0.610
0.527,-0.019,0.865,2.258,-2.136,1.099
0.529,0.001,0.844,1.160,-1.282,1.709

